Ticker,ISIN,ETF Name,Category,Type,Domicile,Date Oldest,Date Newest,Years Covered,Data per Year,Avg Volume (M EUR)
MMLP.MI,IE00BKPTXQ89,Alerian Midstream Energy Dividend UCITS ETF Dis,Equity Theme - Infrastructure,Equity ETF,Ireland,2020-08-07,2023-11-10,3.2580424366872007,210.8628151260504,0.49254551796379337
FAMSFFA.MI,IE000NPK2VI6,AM MSCI EUR IG SRI SusExFossil CrpBd UCITS ETF,Bond EUR Corporates,Exchange-Traded Fund,Ireland,2022-10-10,2023-11-10,1.0841889117043122,105.14772727272727,2.160326397042105
FAMSF3A.MI,IE000W6ZFH20,AM MSCI EUR IG SRI SusExFossil1-3yCrpBdUCITSETF,Bond EUR Corporates Short Term,Exchange-Traded Fund,Ireland,2022-10-10,2023-11-10,1.0841889117043122,117.13825757575756,1.6281279156047248
COMH.MI,LU1900069219,Amndi Blmbrg Eqlwght ComdtexAgrcl UCITSETF DHEUR A,Commodity Blended,Commodity ETF,Luxembourg,2019-04-15,2023-09-28,4.454483230663929,207.880454824831,5.4510443969494355
COMO.MI,LU1829218749,Amundi Blbrg Equlwght Commdt ex-Agricl UCITS ETF A,Commodity Blended,Commodity ETF,Luxembourg,2006-06-01,2023-11-10,17.44284736481862,254.144286611207,15.223571442462195
C40.MI,LU1681046931,Amundi CAC 40 ESG UCITS ETF DR - EUR A,Equity France,Equity ETF,Luxembourg,2018-02-14,2023-11-10,5.735797399041752,238.8508353221957,17.698471095893137
DAXESG.MI,LU2240851688,Amundi Dax 50 ESG UCITS ETF DR A ETF,Equity Germany,Equity ETF,Luxembourg,2021-05-19,2023-11-08,2.4722792607802875,70.78488372093024,0.7386806030468571
CG1.MI,FR0010655712,Amundi ETF DAX UCITS ETF DR C/D,Equity Germany,Equity ETF,France,2010-09-10,2023-11-03,13.14715947980835,238.3024260724698,31.597794308174823
CI3.MI,FR0010754127,AMUNDI ETF Euro Inflation UCITS ETF DR C,Bond EUR Inflation Linked,Bond ETF,France,2010-05-05,2023-11-10,13.516769336071183,254.27673688474783,57.46685449269613
C3M.MI,FR0010754200,Amundi ETF Govies 0-6 Mts Euro InGrd U ETF DR C,Money Market EUR,Money Market ETF,France,2010-10-12,2023-11-10,13.078713210130047,254.22990370525434,68.39013056204715
CL2.MI,FR0010755611,Amundi ETF Leveraged MSCI USA Daily UETF EUR C/D,Unclassified,Alternative ETF,France,2010-03-09,2023-11-10,13.672826830937714,244.86523828594312,0.8507670705936323
CB5.MI,FR0010688176,Amundi ETF MSCI Europe Banks UCITS ETF C/D,Equity Sector Financials,Equity ETF,France,2010-05-10,2023-11-10,13.503080082135524,248.7580596107056,6.340377728636086
CU9.MI,FR0010821819,Amundi ETF MSCI Europe Ex EMU UCITS ETF C/D,,Equity ETF,France,2023-07-10,2023-12-29,0.47091033538672145,261.1962209302325,49.88958749865146
CH5.MI,FR0010688192,Amundi ETF MSCI Europe Healthcare UCITS ETF C/D,Equity Sector Healthcare,Equity ETF,France,2010-04-26,2023-11-10,13.541409993155373,232.84133643348162,9.186125502339763
CS1.MI,FR0010655746,Amundi ETF MSCI Spain UCITS ETF C/D,Equity Spain,Equity ETF,France,2023-07-10,2023-12-29,0.47091033538672145,261.1962209302325,5.431974800867768
CU1.MI,FR0010655761,Amundi ETF MSCI UK UCITS ETF C/D,Equity UK,Equity ETF,France,2012-01-30,2023-11-10,11.7782340862423,237.89644351464435,19.25536519816766
CM9.MI,FR0010756114,Amundi ETF MSCI World Ex EMU UCITS ETF C/D,Equity Global,Equity ETF,France,2010-04-22,2023-11-10,13.552361396303901,237.6707575757576,21.70855333337287
C5S.MI,FR0010757781,Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF A/D,Unclassified,Alternative ETF,France,2010-03-09,2023-11-10,13.672826830937714,249.32664197036445,3.380101201742811
C2U.MI,FR0010791194,Amundi ETF Short MSCI USA Daily UCITS ETF A/D,Unclassified,Alternative ETF,France,2010-03-09,2023-11-10,13.672826830937714,253.641770124149,5.365631036297608
C13.MI,FR0010754135,Amundi ETFGovt BdEuro Brd IG 1-3 UCITS ETF DR C,Bond EMU Government ST,Bond ETF,France,2010-10-20,2023-11-10,13.05681040383299,245.69553365485427,53.19152501939706
C33.MI,FR0010754168,Amundi ETFGovt BdEuro Brd IG 3-5 UCITS ETF DR C,Bond EMU Government MT,Bond ETF,France,2010-09-22,2023-11-10,13.13347022587269,240.9873358348968,66.2278902573476
C53.MI,FR0010754176,Amundi ETFGovt BdEuro Brd IG 5-7 UCITS ETF DR C,Bond EMU Government LT,Bond ETF,France,2010-09-30,2023-11-10,13.111567419575634,234.67827312591353,60.57799753006222
C73.MI,FR0010754184,Amundi ETFGovt BdEuro Brd IG 7-10 UCITS ETF DRC,Bond EMU Government LT,Bond ETF,France,2010-09-22,2023-11-10,13.13347022587269,239.00766103814883,76.18112797433064
EBBB.MI,LU1525418643,Amundi EUR Corporate Bond 1-5Y ESG UCITS ETF Acc,Bond EUR Corporates,Bond ETF,Luxembourg,2017-04-06,2023-11-10,6.595482546201232,229.24782067247818,18.796674262703092
CRPE.MI,LU1829219127,Amundi EUR Corporate Bond Climate Net Zero Ambition PAB UCITS ETF Acc,,Bond ETF,Luxembourg,2009-06-15,2023-11-10,14.403832991101986,254.51558639042005,104.29728649695933
ECR1.MI,LU2300294316,Amundi Euro Corp 0-1Y ESG UCITS DR A ETF,Money Market EUR,Bond ETF,Luxembourg,2021-06-23,2023-11-10,2.3819301848049284,210.33362068965516,6.6206082439253
CB3.MI,LU1681046261,Amundi Euro Government Tilted Green Bd UCITS ETFAc,Bond EMU Government,Bond ETF,Luxembourg,2010-09-16,2023-11-10,13.149897330595483,248.2909119300437,57.05349338210966
AHYE.MI,LU1681040496,Amundi Euro High Yield Bd ESG UCITS ETF DR EC,Bond EUR High Yield,Bond ETF,Luxembourg,2013-11-29,2023-11-10,9.946611909650924,254.0563583815029,123.18853675766246
HYBB.MI,LU1215415214,Amundi Euro High Yield Bond ESG UCITS ETF Dist,Bond EUR High Yield,Bond ETF,Luxembourg,2015-06-22,2023-11-10,8.386036960985626,252.2049461312439,24.884793758819832
C50.MI,LU1681047236,Amundi Euro Stoxx 50 - UCITS ETF DR - EUR (C),Equity EuroZone,Equity ETF,Luxembourg,2018-02-14,2023-11-10,5.735797399041752,254.5417661097852,77.89211121006404
AFRN.MI,LU1681041114,Amundi Float Rate Euro Corporate ESG ETF DR EUR A,Bond EUR Corporates Short Term,Bond ETF,Luxembourg,2015-02-24,2023-11-10,8.709103353867214,254.56122288588497,61.58117996375358
REEU.MI,LU1812091194,Amundi FTSE Epra Europe Real Estate UCITS ETF (D),Equity Sector Real Est Europe,Equity ETF,Luxembourg,2010-03-08,2023-11-10,13.675564681724847,237.28453453453452,0.7950970135698174
EPRE.MI,LU1681039480,Amundi FTSE EPRA Europe Real Estate UCITS ETF-E(C),Equity Sector Real Est Europe,Equity ETF,Luxembourg,2018-01-31,2023-11-10,5.774127310061601,219.08072546230443,17.312813062284587
BUND1S.MI,LU2572256829,Amundi German Bund Daily (-1x) Ivrs UCITS ETF Dist,,Bond ETF,,2023-03-06,2023-11-10,0.6817248459958932,170.15662650602408,26.99139845641034
GASRI.MI,LU2439734141,Amundi Global AGG SRI UCITS ETF DR A,Bond Global USD,Bond ETF,Luxembourg,2022-07-14,2023-11-10,1.325119780971937,83.01136363636364,0.884889550138182
CWE.MI,LU1681046006,Amundi Global BioEnergy ESG Scrnd UCITS ETF EUR Ac,Equity Sector Energy,Equity ETF,Luxembourg,2018-01-31,2023-11-10,5.774127310061601,247.65647226173544,34.8934222892053
UBBB.MI,LU1525418726,Amundi Global Corp SRI 1-5Y UCITS ETF DRC,Bond USD Corporates,Bond ETF,Luxembourg,2017-04-06,2023-11-10,6.595482546201232,196.19489414694894,7.297861922472822
AGEB.MI,LU1681041205,Amundi Global Emer Bd Markit iBOXX UCITS ETF USD C,Bond USD Government,Bond ETF,Luxembourg,2011-03-24,2023-11-10,12.632443531827516,254.10760728218466,44.04621622661039
AM3A.MI,LU1681046691,Amundi Gov Bd Highest Rtd Euro IG UCTS ETF-E(C),Bond EMU Government,Bond ETF,Luxembourg,2011-03-23,2023-11-10,12.635181382614647,207.1200975081257,41.00583048565764
X13G.MI,LU1681046345,Amundi Gov Bd Lwst Rtd Eur Inv Grd 1-3 UCTS ETF-EC,Bond EMU Government ST,Bond ETF,Luxembourg,2014-10-03,2023-11-10,9.103353867214237,247.2715037593985,28.795151699849033
X1G.MI,LU1681046774,Amundi GovBd Lwst Rtd Euro Inv Grd UCTS ETF-EC,Bond EMU Government,Bond ETF,Luxembourg,2010-09-10,2023-11-10,13.166324435318275,254.20913911416096,220.05175405650837
SMRTA.MI,LU1602145119,Amundi Idx Eq Gbl Mti Smt Alcn Sfc Bt UCITS ETF EC,Equity Global,Equity ETF,Luxembourg,2018-02-14,2023-11-07,5.727583846680356,202.0048996175908,37.652794529683234
NRAM.MI,LU1437016543,Amundi Idx MSCI NthAmrca ESG Brd CTB UCITS ETFDR C,Equity US,Equity ETF,Luxembourg,2017-05-16,2023-11-09,6.483230663928816,224.73363597972974,21.117752695135245
EGRI.MI,LU2182388236,Amundi Index Euro AGG SRI - UCITS ETF DR A,Bond EUR,Bond ETF,Luxembourg,2021-06-16,2023-11-10,2.401095140314853,185.74857468643103,6.869514572928756
ECRPI.MI,LU1437018168,Amundi Index Euro Corp SRI - UCITS ETF DR C,Bond EUR Corporates,Bond ETF,Luxembourg,2017-04-06,2023-11-10,6.595482546201232,210.14383561643834,22.089163580889565
ECRP3.MI,LU2037748774,Amundi Index Euro Corporate SRI 0-3Y UCITSETF DR A,Bond EUR Corporates Short Term,Equity ETF,Luxembourg,2019-12-12,2023-11-10,3.912388774811773,240.00682295311407,37.431161673749415
CC4.MI,LU1681039647,Amundi Index Euro Corporate SRI UCITS ETF 2 EUR C,Bond EUR Corporates,Bond ETF,Luxembourg,2010-04-26,2023-11-10,13.541409993155373,254.40482207844724,64.87356279623977
EPRA.MI,LU1437018838,Amundi Index FTSE EPRA NAREIT Global UCITS ETF DRC,Equity Sector Real Est Global,Equity ETF,Luxembourg,2017-04-18,2023-11-10,6.562628336755647,201.59605757196496,4.992018989894652
GAGH.MI,LU1708330318,Amundi Index Gbl Agg 500m-UCITS ETF DRH C,Bond Global LC,Bond ETF,Luxembourg,2021-06-09,2023-11-10,2.4202600958247777,191.71493212669682,1.8127001594729526
GAGG.MI,LU1437024729,Amundi Index Global Agg 500m-UCITS ETF DR C,Bond Global LC,Bond ETF,Luxembourg,2017-04-06,2023-11-10,6.595482546201232,209.3857409713574,7.27890187706081
EGOVI.MI,LU1437018598,Amundi Index J.P. Morgan EMU Govies IG-UCTS ETF DR,Bond EMU Government,Bond ETF,Luxembourg,2017-04-24,2023-11-10,6.546201232032854,215.54485570890841,34.59914421887918
GGOVI.MI,LU1437016204,Amundi Index JP Morgan GBI Gbl Govies UCITS ETF DR,*DON'T USE Bond Global EUR Hedged,Bond ETF,Luxembourg,2017-04-06,2023-09-28,6.477754962354552,244.22041420118344,24.947838229668143
GOVH.MI,LU1708330235,Amundi Index JP Mrgn GBI Glb Gvs UCITS ETF DR H C,Bond Global LC,Bond ETF,Luxembourg,2021-06-24,2023-11-10,2.379192334017796,125.67289988492522,2.5447138475742475
CLEMC.MI,LU2109787049,Amundi Index MSCI EMerging ESG Broad CTB - UCITS ETF DR (C),Equity Emerging Mkts Global,Equity ETF,Luxembourg,2020-11-10,2023-11-10,2.9979466119096507,222.48561643835617,1.0620588905461545
EMSRI.MI,LU1861138961,Amundi Index Msci Emerging Markets Sri Pab - Ucits Etf Dr (C),Equity Emerging Mkts Global,Equity ETF,Luxembourg,2019-04-10,2023-11-10,4.58590006844627,227.65432835820897,5.761439922932851
CMU.MI,LU1602144575,Amundi Index MSCI EMU ESG Leaders Select ETF C,Equity EuroZone,Equity ETF,Luxembourg,2018-02-15,2023-11-10,5.73305954825462,251.17478510028653,133.90690980910307
CMUSRI.MI,LU2109787635,Amundi Index MSCI EMU SRI PAB UCITS ETF DR A,Equity EuroZone,Equity ETF,Luxembourg,2021-05-13,2023-11-08,2.48870636550308,90.00660066006601,2.4314845608928572
CEU.MI,LU1681042609,Amundi Index Msci Europe Esg Broad Ctb - Ucits Etf Dr - Eur (C),Equity Europe,Equity ETF,Luxembourg,2010-03-09,2023-11-10,13.672826830937714,252.83725470564679,87.45973344707605
EUSRI.MI,LU1861137484,Amundi Index Msci Europe Sri Pab - Ucits Etf Dr (C),Equity Europe,Equity ETF,Luxembourg,2019-01-11,2023-11-10,4.829568788501026,234.80357142857144,15.66214150622738
EDSRI.MI,LU2059756598,Amundi Index MSCI Europe SRI PAB - UCITS ETF DR D,Equity Europe,Equity ETF,Luxembourg,2020-12-16,2023-11-10,2.8993839835728954,184.8668555240793,2.607327985277985
CEU2.MI,LU1437015735,Amundi Index MSCI Europe UCITS ETF DR - (C),Equity Europe,Equity ETF,Luxembourg,2017-04-12,2023-11-10,6.579055441478439,239.24406991260926,23.436108623846586
CP9.MI,LU1602144906,Amundi Index Msci Pacific Ex Japan Sri Pab - Ucits Etf Dr - Eur (C),Equity Asia Pacific ex Japan,Equity ETF,Luxembourg,2018-02-14,2023-11-10,5.735797399041752,252.6239856801909,70.9039049666321
USRI.MI,LU1861136247,Amundi Index Msci Usa Sri Pab - Ucits Etf Dr (C),Equity US,Equity ETF,Luxembourg,2019-01-14,2023-11-09,4.818617385352498,197.98210227272727,21.00686880808323
USRIH.MI,LU2153616599,Amundi Index MSCI USA SRI PAB UCITS ETF DR hEUR A,,Equity ETF,Luxembourg,2020-06-25,2023-09-28,3.2580424366872007,240.63529411764705,12.3621887010272
MWSHI.MI,LU2249056297,Amundi Index MSCI World SRI PAB - UCITS ETF DR - Hedged EUR (C),Equity Global,Equity ETF,Luxembourg,2021-02-23,2023-11-09,2.707734428473648,199.059403437816,4.551972001587755
WSRI.MI,LU1861134382,Amundi Index Msci World Sri Pab - Ucits Etf Dr (C),Equity Global,Equity ETF,Luxembourg,2018-11-29,2023-11-10,4.947296372347707,238.71624239070283,50.79776250864762
MWRD.MI,LU1437016972,Amundi Index MSCI World UCITS ETF DR - (C),Equity Global,Equity ETF,Luxembourg,2017-04-11,2023-11-10,6.581793292265571,235.04232529118138,19.958382008794644
UCRP.MI,LU1806495575,Amundi Index US Corp SRI UCITS ETF DR C,Bond USD Corporates,Bond ETF,Luxembourg,2018-08-23,2023-11-10,5.215605749486653,212.6311023622047,9.341981444381119
ATIP.MI,LU1525419294,Amundi Index US Gov Inf-Lnk Bd - UCT ETF DR,Bond USD Inflation Linked,Bond ETF,Luxembourg,2017-04-07,2023-11-10,6.5927446954141,163.2097176079734,4.628695111425301
FMI.MI,LU1681037518,Amundi Italy MIB ESG UCITS ETF DR EUR (C),Equity Italy,Equity ETF,Luxembourg,2018-01-31,2023-11-10,5.774127310061601,254.4107396870555,13.842404030504593
TPXH.MI,LU1681037864,Amundi Japan Topix UCITS ETF - daily Hdgd EUR (C),Equity Japan,Equity ETF,Luxembourg,2013-03-21,2023-11-09,10.636550308008214,232.5942084942085,102.26263742276156
JPHE.MI,LU1681039134,Amundi JPX-Nikkei 400 UCITS ETF - Dly Hdgd EUR (C),Equity Japan,Equity ETF,Luxembourg,2023-07-10,2023-12-29,0.47091033538672145,261.1962209302325,7.989204329459794
JPNK.MI,LU1681038912,Amundi JPX-Nikkei 400 UCITS ETF - EUR (C),Equity Japan,Equity ETF,Luxembourg,2023-07-10,2023-12-29,0.47091033538672145,261.1962209302325,9.612171698785883
BRZ.MI,LU1437024992,Amundi MSCI BRAZIL - UCITS ETF (C),Equity Brazil,Equity ETF,Luxembourg,2016-12-14,2023-11-09,6.9021218343600275,223.5544426814756,3.5452159660497085
CC1.MI,LU1681043912,Amundi MSCI China Tech ESG Scrnd UCITS ETF EUR Acc,Equity China,Equity ETF,Luxembourg,2010-03-09,2023-11-10,13.672826830937714,251.5207749299159,43.71268164514652
EBUY.MI,LU2023678878,Amundi MSCI Dig Eco & Meta ESG Scrnd UCITS ETF Acc,Equity Global,Equity ETF,Luxembourg,2020-05-04,2023-11-10,3.5181382614647503,252.40622568093386,1.2289761721909784
AASI.MI,LU1681044480,Amundi MSCI Em Asia UCITS ETF - EUR (C),Equity Emerging Mkts Asia,Equity ETF,Luxembourg,2011-07-21,2023-11-10,12.306639288158795,254.090489432703,10.754126606383878
ALAT.MI,LU1681045024,Amundi MSCI Em Latin America UCITS ETF - EUR (C),Equity Emerging Mkts Latin Am,Equity ETF,Luxembourg,2011-08-03,2023-11-10,12.271047227926077,245.53731593038825,1.2725762977687514
EMESG.MI,LU2109787551,Amundi MSCI Emerging ESG Leaders - UCITS ETF DR,Equity Emerging Mkts Global,Equity ETF,Luxembourg,2021-05-13,2023-11-10,2.4941820670773445,182.82546652030734,2.5273802484543753
LEMA.MI,LU2573967036,Amundi MSCI Emerging Markets II UCITS ETF - Acc,,Equity ETF,,2023-04-03,2023-11-10,0.6050650239561944,99.1628959276018,6.164882929162918
E127.MI,LU2573966905,Amundi MSCI Emerging Markets II UCITS ETF - Dist,,Equity ETF,,2023-04-03,2023-11-09,0.6023271731690623,106.25454545454546,1.0563221469847655
AEEM.MI,LU1681045370,Amundi MSCI Emerging Markets UCITS ETF - EUR (C),Equity Emerging Mkts Global,Equity ETF,Luxembourg,2011-03-24,2023-11-10,12.632443531827516,254.10760728218466,5.967050890588347
LWCE.MI,LU2130768844,Amundi MSCI Eur Clim Transition CTB UCITS ETF DR A,Equity Europe,Equity ETF,Luxembourg,2021-05-11,2023-11-03,2.4804928131416837,78.6134105960265,1.5695201293528207
MIVO.MI,LU1681041627,Amundi MSCI Europe Min Vol Factor UCITS ETF-EC,Equity Europe,Equity ETF,Luxembourg,,,,,
MCEU.MI,LU1681041460,Amundi MSCI Europe Momentum Factor UCITS ETF EUR C,Equity Europe,Equity ETF,Luxembourg,2023-07-10,2023-12-29,0.47091033538672145,261.1962209302325,4.5187443779546514
QCEU.MI,LU1681041890,Amundi MSCI Europe Quality Factor UCITS ETF-EUR(C),Equity Europe,Equity ETF,Luxembourg,2016-09-08,2023-11-10,7.170431211498974,245.31300114547537,11.8805728690821
VCEU.MI,LU1681042518,Amundi MSCI Europe Value Factor UCITS ETF EUR (C),Equity Europe,Equity ETF,Luxembourg,2017-03-17,2023-11-10,6.650239561943874,206.15798682585427,20.639862392989663
CI2.MI,LU1681043086,Amundi MSCI India UCITS ETF - EUR (C),Equity India,Equity ETF,Luxembourg,2010-03-09,2023-11-10,13.672826830937714,247.57133560272328,52.88310270691444
LCJP.MI,LU1781541252,AMUNDI MSCI Japan UCITS ETF - Acc,Equity Japan,Equity ETF,Luxembourg,2018-04-10,2023-11-10,5.585215605749487,235.44301470588235,2.1759004158033957
CN1.MI,LU1681044647,Amundi MSCI Nordic UCITS ETF - EUR (C),Equity Nordic,Equity ETF,Luxembourg,2011-03-22,2023-11-10,12.63791923340178,253.36449306759098,56.34495350965701
GOAI.MI,LU1861132840,Amundi MSCI Robotics & AI ESG Scrnd UCITS ETF Acc,Equity Sector Information Tech,Equity ETF,Luxembourg,2018-11-21,2023-11-10,4.969199178644764,253.5619834710744,9.493484497562743
CHIPL.MI,LU1900066033,Amundi MSCI Semicond ESG Screened UCITS ETF A,Equity Taiwan,Equity ETF,Luxembourg,2008-04-03,2023-11-10,15.603011635865846,230.8528689243727,0.8725234281317884
ISAD.MI,IE000PEAJOT0,Amundi MSCI USA ESG Leaders UCITS ETF DR USD A,,Equity ETF,,,,,,
CU2.MI,LU1681042864,Amundi MSCI USA UCITS ETF - EUR (C),Equity US,Equity ETF,Luxembourg,2010-03-09,2023-09-28,13.555099247091034,251.0494344576853,81.22315810399753
WLDX.MI,FR0013209921,Amundi MSCI WldExEMUSRIClNt0Ambtn PAB UCITS ETF A,Equity Global,Equity ETF,France,2016-11-25,2023-09-27,6.836413415468857,139.25430516619943,17.32722015320404
LWCR.MI,LU1602144229,Amundi MSCI World Climate Transition CTB ETF EUR,Equity Global,Equity ETF,Luxembourg,2018-02-16,2023-11-10,5.730321697467488,211.6809603440038,85.5551534173325
ESGWO.MI,IE00016PSX47,Amundi MSCI World ESG Leaders UCITS (C) ETF,Equity Global,Equity ETF,Luxembourg,2021-05-13,2023-11-10,2.4941820670773445,215.30104281009878,11.078790101357423
CW8.MI,LU1681043599,Amundi MSCI World UCITS ETF - EUR (C),Equity Global,Equity ETF,Luxembourg,2010-09-10,2023-11-10,13.166324435318275,254.13318777292577,71.66348358662822
ANX.MI,LU1681038243,Amundi NASDAQ-100 UCITS ETF - EUR (C),Equity US,Equity ETF,Luxembourg,2010-09-08,2023-11-10,13.17180013689254,254.17938058615673,29.563616230730286
NDXH.MI,LU1681038599,Amundi NASDAQ-100 UCITS ETF-Daily Hedged EUR (C),Equity US,Equity ETF,Luxembourg,2013-05-10,2023-09-28,10.38466803559206,253.5468626417084,145.9006405319614
AGOLD.MI,FR0013416716,Amundi Physical Gold ETC,,Exchange-Traded Commodity,,2023-03-17,2023-11-10,0.6516084873374401,207.1796218487395,1.7356026937614815
ETFCRP.MI,LU2089238625,Amundi Prime Euro Corporates UCITS ETF DR C,Bond EUR Corporates,Bond ETF,Luxembourg,2021-06-21,2023-11-07,2.379192334017796,44.97324510932106,0.9962717959112338
ETFCOR.MI,LU1931975079,Amundi Prime Euro Corporates UCITS ETF DR D,Bond EUR Corporates,Bond ETF,Luxembourg,2019-03-20,2023-11-10,4.643394934976044,248.0943396226415,4.917605758193109
ETFGOV.MI,LU1931975152,Amundi Prime Euro Govies UCITS ETF DR D,Bond Europe,Bond ETF,Luxembourg,2019-03-28,2023-11-10,4.621492128678987,244.72615521327012,4.192298921436801
ETFEU.MI,LU1931974262,Amundi Prime Europe - UCITS ETF DR (D),Equity Europe,Equity ETF,Luxembourg,2019-03-21,2023-11-09,4.63791923340178,142.3051948051948,0.43194380842331964
ETFEZ.MI,LU1931974429,Amundi Prime Eurozone UCITS ETF DR D,Equity EuroZone,Equity ETF,Luxembourg,2019-03-22,2023-11-01,4.61327857631759,150.2185459940653,0.7730248339911342
ETFGG.MI,LU1931975236,Amundi Prime Global Govies UCITS ETF DR D,Bond Global LC,Bond ETF,Luxembourg,2019-03-21,2023-11-09,4.63791923340178,170.55061983471074,0.9117984368344194
ETFGLO.MI,LU1931974692,Amundi Prime Global UCITS ETF DR D,Equity Global,Equity ETF,Luxembourg,2019-03-20,2023-11-09,4.640657084188912,214.4092920353982,1.1620883802545596
ETFJAP.MI,LU1931974775,Amundi Prime Japan UCITS ETF DR D,Equity Japan,Equity ETF,Luxembourg,2019-03-22,2023-11-09,4.635181382614648,122.54105138806851,0.6961179281669576
ETFUSC.MI,LU2037749152,Amundi Prime US Corporates - UCITS ETF DR D,Bond Global Corporates USD,Bond ETF,Luxembourg,2019-10-11,2023-11-10,4.082135523613963,173.19366197183098,0.8765903038983649
ETFUST.MI,LU1931975319,Amundi Prime US Treasury UCITS ETF DR D,Bond USD Government,Bond ETF,Luxembourg,2019-03-25,2023-11-08,4.6242299794661195,106.17984014209591,0.638298625148556
ETFUSA.MI,LU1931974858,Amundi Prime USA UCITS ETF DR D,Equity US,Equity ETF,Luxembourg,2019-03-25,2023-11-03,4.610540725530458,137.51098574821853,0.8981995995747081
RS2K.MI,LU1681038672,Amundi Russell 2000 UCITS ETF - EUR (C),Equity US Sm&Mid Cap,Equity ETF,Luxembourg,2014-05-20,2023-11-10,9.475701574264203,248.6359433689685,22.59093207360289
B500.MI,LU1681048127,Amundi S&P 500 Buyback UCITS ETF - EUR (C),Equity Global,Equity ETF,Luxembourg,2018-01-31,2023-11-10,5.774127310061601,174.57183499288763,8.004900191024142
S500.MI,LU1437017863,Amundi S&P 500 ESG UCITS ETF Acc,Equity US,Equity ETF,Luxembourg,2017-05-05,2023-11-10,6.5160848733744015,191.6795168067227,28.491767928242474
S500H.MI,LU2098887263,Amundi S&P 500 ESG UCITS ETF Euro Hedged Acc,Equity US,Equity ETF,Luxembourg,2021-05-25,2023-11-10,2.461327857631759,137.73053392658508,7.168182516706489
500H.MI,LU1681049109,Amundi S&P 500 UCITS ETF - Daily Hedged EUR (C),Equity US,Equity ETF,Luxembourg,2012-05-28,2023-11-10,11.45242984257358,251.91160650251018,40.73435378641047
A500.MI,LU1681048804,Amundi S&P 500 UCITS ETF- EUR (C),Equity US,Equity ETF,Luxembourg,2010-09-08,2023-11-10,13.17180013689254,254.33122012055705,37.965805552900875
ENERW.MI,IE000J0LN0R5,Amundi S&P Gl Energy Carbon Reduced U DR EURAcc ETF,Equity Sector Energy,Equity ETF,Luxembourg,2010-10-07,2023-11-10,13.092402464065708,253.7349435382685,47.554465144348086
INDGW.MI,IE000LTA2082,Amundi S&P Gl Industrials ESG UCITS DR EUR Acc ETF,Equity Sector Industrials,Equity ETF,Luxembourg,2010-09-28,2023-11-09,13.114305270362765,243.7795929018789,19.60907569052664
LMATW.MI,IE000FCGBU62,Amundi S&P Gl Materials ESG UCITS DR EUR Acc ETF,Equity Sector Materials,Equity ETF,Luxembourg,2010-10-01,2023-11-10,13.1088295687885,251.05216165413535,24.28238496852657
LUTIW.MI,IE000PMX0MW6,Amundi S&P Gl Utilities ESG UCITS DR EUR Acc ETF,Equity Sector Utilities,Equity ETF,Luxembourg,2010-10-08,2023-11-10,13.089664613278575,246.22479606776827,23.852295851972077
TELEW.MI,IE000EFHIFG3,Amundi S&P Global Communic Svcs ESG U DR EURAcc ETF,Equity Sector Communication Services,Equity ETF,,2010-10-04,2023-11-09,13.097878165639973,225.83810618729098,6.037788276389325
LDISW.MI,IE000NM0ALX6,Amundi S&P Global Cons Dscrtnr ESG U DR EURAcc ETF,Equity Sector Consumer Discretionary,Equity ETF,Luxembourg,2010-10-04,2023-11-10,13.100616016427105,250.06457680250782,20.22461303275899
LSTAW.MI,IE000ZIJ5B20,Amundi S&P Global Cons Staples ESG U DR EURAcc ETF,Equity Sector Consumer Staples,Equity ETF,,2010-09-29,2023-11-10,13.114305270362765,239.3569415448852,21.587670763630047
GLUX.MI,LU1681048630,Amundi S&P Global Luxury UCITS ETF - EUR (C),Equity Sector Consumer Discretionary,Equity ETF,Luxembourg,2018-01-31,2023-11-10,5.774127310061601,254.2375533428165,44.54528939493506
SCITY.MI,LU2037748345,Amundi Smart City - UCITS ETF EUR Cap,Equity Sector Consumer Discretionary,Equity ETF,Luxembourg,2019-11-29,2023-11-10,3.9479808350444903,211.75381414701803,3.264952778928346
SMAFY.MI,LU2037749822,Amundi Smart Factory - UCITS ETF EUR Cap,Equity Sector Industrials,Equity ETF,Luxembourg,2019-11-29,2023-11-10,3.9479808350444903,212.26040221914008,1.6818773584589792
ENRG.MI,LU1834988278,Amundi STOXX Euro 600 Engy ESG Scrnd UCITS ETF Acc,Equity Sector Energy,Equity ETF,Luxembourg,2007-01-05,2023-11-10,16.84599589322382,254.00694783032668,18.427018915385986
US7.MI,LU1407887915,Amundi US Treas Bd 7-10Y ETF,Bond USD Government,Equity ETF,Luxembourg,2016-09-19,2023-11-10,7.14031485284052,235.98399156441718,71.23131101725258
U13H.MI,LU1407887329,Amundi US Treas Bond 1-3Y UCITS ETF EUR Hgd Dis,Bond USD Government Short Term,Bond ETF,Luxembourg,2017-04-18,2023-09-28,6.444900752908967,186.96951996601527,41.48894077576592
US10.MI,LU1407890620,Amundi US Treasury Bond 10+Y UCITS ETF Dist,Bond USD Government,Bond ETF,Luxembourg,2011-01-17,2023-11-10,12.813141683778234,252.55320512820512,28.587520232282927
